Answer,Question
11840872,1164317
11840905,1164264
11840917,1164197
11840968,1164381
11840993,1164413
11840999,1164413
11841079,1164440
11841100,1164291
11841128,1164134
11841132,1164134
11841147,1164440
11841164,1164513
11841168,1164420
11841169,1164512
11841174,1164512
11841183,1164530
11841199,1164529
11841212,1164513
11841221,1164560
11841285,1164607
11841292,1164529
11841360,1164513
11841364,1164349
11841369,1164573
11841393,1164686
11841494,1161493
11841520,1164747
11841528,1164312
11841532,1164649
11841549,1164700
11841567,1164591
11841613,1164247
11841624,1164852
11841656,1164852
11841663,1164852
11841668,1164825
11841697,1164914
11841703,1164730
11841759,1164940
11841762,1164917
11841773,1163636
11841806,1164940
11841829,1164905
11841835,1104799
11841859,1165032
11841873,1165032
11841891,1164917
11841899,1164825
11841955,1164852
11841963,1164852
11842012,1165091
11842021,1165111
11842025,1165125
11842029,376558
11842033,1354610
11842042,1165146
11842049,1161918
11842068,1165111
11842082,1165087
11842097,1165159
11842099,1165180
11842103,1165181
11842123,1165199
11842128,1165199
11842132,1165199
11842141,1165199
11842170,1165220
11842196,1165193
11842197,589757
11842212,1165118
11842229,1165252
11842238,1165252
11842260,1165204
11842273,1135615
11842280,1165312
11842285,1165249
11842306,1165199
11842307,1165336
11842332,1165312
11842359,1165249
11842406,1165417
11842421,1165417
11842432,1153435
11842458,1165444
11842483,1165443
11842486,1165443
11842489,1165311
11842498,1165477
11842499,1165477
11842513,1165444
11842542,1165515
11842607,1165563
11842630,1165557
11842638,1165584
11842640,1165583
11842655,1165583
11842662,1165580
11842683,1139819
11842718,1165408
11842719,1164859
11842739,1165584
11842754,1165243
11842761,822384
11842771,1165597
11842808,1165706
11842826,1164123
11842827,1165336
11842829,1165695
11842847,1165398
11842857,1165749
11842877,1165563
11842881,1165766
11842884,1165766
11842885,1165747
11842915,1165111
11842936,1165661
11842938,1165797
11842943,767859
11843044,1165873
11843047,2722858
11843060,1165884
11843063,1165890
11843079,1165900
11843111,1165906
11843161,1165890
11843167,1165947
11843172,1165947
11843177,1165869
11843178,1165967
11843181,1165972
11843182,1165906
11843199,1165977
11843204,1165977
11843212,1165977
11843215,1165977
11843285,1166022
11843292,1166045
11843319,1166019
11843345,1166073
11843361,1165597
11843368,1166075
11843373,1165388
11843374,1166082
11843376,1166082
11843398,1166113
11843412,1166099
11843418,1166095
11843488,1166155
11843489,1166155
11843512,1166132
11843573,1166210
11843670,1166284
11843731,1165799
11843812,1166382
11843844,1164928
11843883,1166155
11843891,1166414
11843899,1164885
11843912,1166414
11843977,1166472
11843984,1166472
11844002,1166354
11844005,1166472
11844006,1166317
11844039,1166463
11844048,1166478
11844082,1166531
11844086,1166471
11844096,1166382
11844103,1166531
11844121,1166132
11844148,1166577
11844149,870240
11844160,1166414
11844169,1166560
11844170,1166577
11844172,703318
11844173,2634627
11844193,677797
11844194,1166577
11844199,1164929
11844202,1166560
11844220,1163648
11844226,1164665
11844229,1166618
11844285,1166639
11844295,1166673
11844308,1166639
11844322,671997
11844330,1071960
11844340,1166707
11844369,1166618
11844389,2589716
11844427,937306
11844435,1166763
11844442,134004
11844446,1166714
11844455,1166785
11844459,1166790
11844469,1166732
11844480,1166742
11844486,1166784
11844527,1165900
11844531,1166762
11844534,1166824
11844536,1166797
11844541,1166824
11844550,1166762
11844559,1166854
11844566,1166738
11844568,1159491
11844570,1166854
11844575,1166821
11844579,1166857
11844580,1166797
11844599,1166858
11844646,1166889
11844648,1166915
11844681,1166936
11844685,1165852
11844698,1166934
11844720,1166899
11844736,972022
11844739,1166975
11844758,42744
11844771,1166975
11844851,1166991
11844876,1166975
11844894,1018849
11844921,1167135
11844936,1167140
11844960,1166879
11844964,1163979
11845013,1167166
11845029,1058247
11845042,1167140
11845045,1167157
11845078,1167222
11845082,1167216
11845085,1167144
11845087,1167212
11845088,1167220
11845099,1167157
11845106,1167229
11845110,1167203
11845132,1167244
11845146,1167244
11845159,1167244
11845177,1167288
11845180,1167288
11845195,1166898
11845210,208786
11845212,1165264
11845215,1167321
11845219,208786
11845223,1166600
11845229,1166644
11845233,1165490
11845258,1166915
11845275,1167145
11845281,1167367
11845282,1166709
11845294,1167382
11845339,1166714
11845356,1167262
11845385,1167428
11845398,1167410
11845403,1167351
11845406,1077009
11845425,1167423
11845431,1167443
11845433,1167443
11845438,1159491
11845453,1167450
11845466,1167413
11845467,1167468
11845487,1167450
11845493,1157733
11845509,1167513
11845534,349759
11845541,1166581
11845551,1167420
11845591,1167559
11845604,1167559
11845607,1167559
11845642,1167334
11845650,1167593
11845764,1167637
11845810,1167470
11845841,1167751
11845853,1167483
11845920,1167822
11845921,1167822
11845925,1167828
11845926,1167828
11845942,1167637
11845996,1167825
11846079,1167882
11846091,1167882
11846100,1167735
11846117,1167866
11846128,1167882
11846147,1167880
11846177,1167913
11846260,1168034
11846405,1168136
11846412,1167838
11846500,1168136
11846520,1084219
11846539,37427
11846544,1168208
11846579,1161103
11846605,1150555
11846607,1168277
11846626,2762789
11846627,1168178
11846650,1168331
11846668,1168262
11846688,1168349
11846689,1168342
11846740,1168377
11846757,1168325
11846783,1168121
11846796,1163774
11846806,1167346
11846873,1168469
11846880,1168178
11846882,1168423
11846884,1168325
11846888,1168349
11846913,1168450
11846924,1168469
11846945,1168423
11847003,1168469
11847031,1168423
11847064,1168608
11847158,1168600
11847170,1163614
11847176,1168678
11847178,1168678
11847180,1168687
11847203,1168712
11847213,1168600
11847228,1168650
11847233,1168711
11847263,882711
11847278,1168598
11847303,1168742
11847330,1168772
11847339,1168810
11847344,1168795
11847352,1168810
11847389,1168843
11847413,1168810
11847416,1168809
11847424,1166732
11847433,1168886
11847440,1168825
11847446,1168882
11847458,1076212
11847460,1168882
11847467,1168773
11847476,1168913
11847483,1168913
11847493,1168945
11847515,911764
11847523,1168886
11847532,1168965
11847546,1168705
11847553,1166805
11847572,745079
11847586,1169004
11847609,1169004
11847610,1169005
11847619,1169008
11847621,651043
11847648,1169053
11847696,1169089
11847717,1169124
11847719,1169124
11847731,1168689
11847733,1169123
11847760,1169137
11847769,1169139
11847773,1168787
11847778,1169080
11847790,1168649
11847794,1169137
11847818,1169005
11847839,1169175
11847850,1169175
11847864,1169204
11847869,942918
11847887,378766
11847902,1169204
11847921,1169202
11847923,1169202
11847967,1169128
11847991,1169237
11847992,1169204
11848003,1169288
11848011,1169313
11848024,1169313
11848030,1169325
11848031,1169313
11848040,265197
11848076,1169360
11848092,1169340
11848130,1169401
11848134,1169368
11848161,1169430
11848188,1169372
11848218,1169418
11848229,1169475
11848288,1169368
11848309,1169430
11848314,1169430
11848334,1169038
11848340,1137551
11848378,1149761
11848379,1169341
11848410,1169368
11848416,1169603
11848442,1169603
11848451,1169603
11848486,1169639
11848508,1169475
11848534,2635871
11848549,1169678
11848627,1166176
11848629,1169429
11848770,1169836
11848775,1169831
11848795,1169836
11848800,1169822
11848808,1169836
11848823,1136078
11848847,1169836
11848868,1157430
11848878,1169908
11848890,1169908
11848891,1169908
11848907,1169908
11848948,1169786
11848972,1169946
11848996,1168973
11849076,1169786
11849114,1169771
11849143,1170019
11849186,1167351
11849222,1170121
11849248,1169908
11849255,1170121
11849265,1170151
11849294,1170151
11849334,1166709
11849339,1168262
11849360,1169987
11849384,1170232
11849391,1170234
11849398,941339
11849407,1170262
11849416,1170234
11849431,1170262
11849433,1170251
11849441,1170268
11849460,1170300
11849467,1170268
11849479,1099382
11849499,1170316
11849501,1170327
11849502,1170316
11849536,1170335
11849544,1166709
11849556,1170335
11849566,1170393
11849567,1170393
11849571,1170380
11849581,1170380
11849599,1170384
11849601,1170380
11849620,1170384
11849646,1170432
11849648,1170432
11849666,1170335
11849714,1170475
11849719,1170477
11849770,1169197
11849799,1170533
11849805,1170533
11849806,1170532
11849814,1170545
11849841,1170549
11849858,1170243
11849873,1170476
11849883,1170583
11849891,1170614
11849894,1170601
11849916,1170551
11849918,1168656
11849935,1170380
11849941,1170449
11849966,1170547
11849976,919279
11849983,1170578
11849988,1170614
11849998,1170614
11850009,1170572
11850043,1170648
11850044,848533
11850066,1170760
11850088,1170740
11850098,1170740
11850107,1067766
11850121,1170667
11850125,1170776
11850131,1170783
11850141,1170776
11850164,1170805
11850174,1170791
11850178,533054
11850219,1170839
11850222,1170839
11850225,1170744
11850233,1170839
11850243,1170787
11850246,1170857
11850262,1170870
11850263,1170650
11850291,185118
11850309,1170915
11850321,1170942
11850323,1170891
11850327,1170942
11850348,1170947
11850351,1170920
11850353,1170955
11850362,1170953
11850398,1170992
11850406,1170992
11850426,1170868
11850427,292062
11850450,1171036
11850468,1171036
11850478,195368
11850480,1170380
11850483,829232
11850495,1171006
11850511,1171090
11850525,1171089
11850544,1171089
11850550,1171114
11850559,1171114
11850573,740682
11850590,1171090
11850594,753956
11850600,1171090
11850611,1171062
11850625,1020563
11850655,1171160
11850676,1170884
11850711,1171162
11850728,1171206
11850765,390706
11850786,1170473
11850811,1171265
11850846,1171241
11850849,1027443
11850883,1170968
11850972,1171363
11850981,1171407
11851075,1171049
11851136,1023506
11851147,1170583
11851158,1170549
11851165,1171518
11851186,1171467
11851189,805080
11851304,1171619
11851333,1171619
11851339,1171647
11851343,1171647
11851354,1171619
11851387,1171679
11851392,226290
11851446,1171733
11851450,1171733
11851454,1170947
11851459,1171733
11851462,1171733
11851480,1171679
11851503,1171362
11851510,1165245
11851561,1171810
11851615,1171810
11851634,1171582
11851667,1885943
11851689,1171900
11851716,1171908
11851737,1171767
11851756,1171733
11851760,1161007
11851767,1171767
11851773,1171921
11851808,777860
11851832,1171991
11851841,1171991
11851860,1172019
11851871,1172019
11851904,1172038
11851910,1171987
11851946,1171999
11851971,1172085
11851975,1171647
11852022,1172113
11852027,1172113
11852028,1172063
11852036,1172019
11852074,1172146
11852076,1172150
11852085,1171873
11852101,1172185
11852106,1172146
11852118,1172185
11852124,1172085
11852127,1172154
11852205,1172019
11852207,1172150
11852220,1172194
11852238,68537
11852239,1172274
11852258,1172268
11852261,1170561
11852264,1172258
11852272,1172284
11852274,1172285
11852277,1172303
11852285,1172150
11852290,1172311
11852330,1171887
11852340,1172104
11852391,1172349
11852417,1172387
11852421,1172387
11852428,1172403
11852452,1172412
11852454,1172414
11852462,1220907
11852482,1172442
11852483,2754511
11852490,2633697
11852499,1172013
11852526,1169354
11852531,1172474
11852534,1172414
11852535,1172491
11852545,1172416
11852548,1172417
11852552,1172503
11852556,1172454
11852563,1172455
11852568,1172454
11852569,1172523
11852578,1172513
11852583,1172523
11852586,1172523
11852589,1172185
11852598,1172455
11852603,1172185
11852605,1172544
11852609,1172523
11852641,1172566
11852643,1171887
11852651,1172572
11852655,1172586
11852678,1172572
11852682,1172572
11852696,1172605
11852744,1172638
11852754,1172638
11852864,1172691
11852915,1172719
11852922,1172741
11852959,1172751
11852964,1169987
11852972,1172785
11852977,1172751
11852997,1172796
11853027,1172796
11853047,1172797
11853223,106320
11853237,1167335
11853268,1173007
11853300,1170740
11853310,1172997
11853314,1173010
11853318,1173029
11853321,1169276
11853330,1173029
11853336,1139599
11853350,1172278
11853361,1173046
11853366,1173096
11853380,1173038
11853405,1173110
11853429,1172817
11853446,1173090
11853458,1173086
11853459,1173132
11853464,1173046
11853469,642080
11853474,1162757
11853489,1173126
11853513,1173155
11853530,1171943
11853533,1173132
11853536,1173194
11853538,1173194
11853539,1173155
11853545,1173219
11853557,1173088
11853569,1173231
11853570,1173231
11853574,1173234
11853577,1173234
11853578,1173090
11853590,1173233
11853597,1123115
11853618,1173225
11853621,1173231
11853634,1173266
11853659,1173240
11853661,1169200
11853670,1173240
11853671,1173266
11853673,1173268
11853675,531812
11853685,1173271
11853689,1173271
11853697,1173126
11853698,1173295
11853703,1173266
11853710,1173295
11853714,1173174
11853735,1173327
11853753,1159048
11853758,1157054
11853765,1173355
11853775,1173381
11853781,1150189
11853790,1173382
11853808,1134822
11853813,887575
11853823,119183
11853844,1173360
11853861,1145877
11853862,1173422
11853863,1173422
11853865,1167262
11853867,1173355
11853921,1173466
11853949,1173490
11853959,1173381
11853967,71751
11853976,1171363
11853979,1050191
11854027,1173530
11854034,1173540
11854036,1173537
11854045,1173500
11854048,226290
11854165,1173627
11854179,1173627
11854196,1173657
11854198,1173627
11854204,1173518
11854245,701082
11854263,1173695
11854325,1173747
11854340,1173748
11854371,146615
11854378,1173748
11854404,1173695
11854406,1173748
11854416,1173715
11854427,1173007
11854430,1173817
11854439,293139
11854440,1173832
11854444,242684
11854483,1173855
11854498,1173855
11854507,1173861
11854511,1173715
11854548,1173864
11854558,1173931
11854595,310987
11854596,1134256
11854607,1173966
11854633,1173966
11854645,451190
11854691,1173935
11854693,1174003
11854694,1174003
11854707,1174000
11854710,1174032
11854718,1174000
11854723,1174037
11854729,1173222
11854734,1174038
11854739,1172221
11854744,1174014
11854746,1174046
11854777,1173038
11854781,1173617
11854793,1174100
11854803,1174100
11854806,1174100
11854828,1174118
11854835,1174098
11854846,1174097
11854854,1174106
11854859,243073
11854876,1104891
11854879,527405
11854882,1174128
11854884,1174176
11854922,1174143
11854935,1174200
11854949,1174198
11854979,1174221
11854999,1174254
11855000,1174254
11855024,1144198
11855026,1174223
11855028,1174196
11855039,1174257
11855040,1174267
11855057,1173222
11855072,584768
11855087,1173940
11855142,1173940
11855154,1174344
11855166,1174330
11855169,1173931
11855199,127826
11855208,1174200
11855225,1174093
11855247,1161007
11855283,1174037
11855331,1174037
11855337,1174209
11855393,1152469
11855434,1173611
11855444,1174451
11855445,1174398
11855463,1174527
11855484,161104
11855588,1174636
11855596,1174565
11855607,1174653
11855613,1173126
11855675,1174711
11855677,1174719
11855684,1174711
11855687,1174719
11855699,2665473
11855709,1174725
11855728,1174711
11855741,1174725
11855774,1174725
11855822,1174714
11855832,1174754
11855907,1174714
11855937,1174875
11855975,1174845
11855976,1174893
11855988,1174875
11855998,1174937
11856002,1174924
11856026,1174887
11856029,107440
11856046,1174943
11856072,1174882
11856116,1175033
11856150,1175048
11856152,1174843
11856165,1175048
11856198,1173946
11856217,1175083
11856244,1173155
11856265,1174233
11856266,1175056
11856282,1175152
11856297,1175138
11856319,1175180
11856347,1175181
11856374,1174893
11856377,1175219
11856466,1173935
11856469,1175262
11856478,1175288
11856490,1174754
11856498,1175291
11856507,1175180
11856547,1175346
11856570,2803966
11856577,1175346
11856583,1175307
11856587,1175363
11856588,1175355
11856590,1175363
11856592,1175363
11856607,1175345
11856624,1175354
11856627,1175355
11856651,1175355
11856663,1172221
11856668,808990
11856673,799962
11856679,1175406
11856681,1175406
11856695,1175329
11856713,1175430
11856731,1175447
11856737,1175447
11856746,1175329
11856756,1175358
11856775,1175459
11856779,1175462
11856780,1175447
11856848,1167262
11856850,868400
11856862,1175516
11856865,1175503
11856866,1175516
11856874,299117
11856898,1172441
11856902,1175212
11856910,477823
11856933,1175447
11856936,1175540
11856938,1175542
11856940,1175580
11856942,1175565
11856945,1173594
11856947,1175582
11856950,1175578
11856958,1175542
11856973,1175596
11856992,1175596
11857016,1153229
11857021,1175590
11857031,1174097
11857065,1175653
11857068,2856117
11857070,1175668
11857098,1173493
11857131,1175565
11857132,1175708
11857143,1175590
11857154,1175653
11857171,1175668
11857177,1175593
11857191,1175632
11857199,1164235
11857249,1175771
11857250,1175781
11857266,1175748
11857268,1175781
11857274,1175781
11857294,1175630
11857300,1175781
11857399,1175899
11857467,1175858
11857484,342353
11857499,1175948
11857501,364101
11857503,1175932
11857534,1175932
11857539,1176000
11857545,1175768
11857563,1054458
11857577,1175899
11857581,1176009
11857584,1176009
11857585,1176009
11857591,1176009
11857606,1175899
11857628,1176046
11857644,1175948
11857665,1176000
11857703,1176075
11857765,1172825
11857795,1175852
11857805,2854970
11857822,1176075
11857846,1176138
11857856,894332
11857857,1176138
11857861,1176046
11857869,1175084
11857896,1176138
11857910,1175948
11857972,1175329
11858055,1176300
11858062,1176309
11858069,1176300
11858154,1176381
11858172,1175212
11858182,1176399
11858203,2511769
11858204,1176412
11858234,1176421
11858248,1176412
11858259,1176421
11858261,1176412
11858262,1176445
11858270,1176419
11858289,1176412
11858360,1176523
11858381,1050231
11858414,1176551
11858423,1176564
11858439,1172825
11858464,1176472
11858468,1176536
11858496,1176533
11858513,1176609
11858515,1176564
11858544,1176551
11858546,1176445
11858554,1176551
11858563,1176445
11858569,2687504
11858583,1176658
11858585,1176672
11858600,1176655
11858601,1176672
11858619,1167489
11858633,1176655
11858679,1176729
11858683,1176709
11858690,1176742
11858707,1176754
11858714,1176754
11858729,1176754
11858748,1176672
11858757,1019891
11858770,1176445
11858775,1176806
11858784,1176742
11858789,1176779
11858805,1176779
11858836,1175668
11858839,1176806
11858860,1176806
11858862,1176873
11858863,1175630
11858945,1176843
11858967,1176843
11858970,1176836
11858992,1175805
11858994,319974
11858998,1176946
11859018,1176806
11859021,1176972
11859059,1177010
11859071,1177002
11859125,825718
11859140,1167262
11859141,674849
11859145,1177074
11859162,1177017
11859165,1177090
11859166,1177080
11859185,1177017
11859194,1177090
11859211,1177102
11859224,1177125
11859232,1177102
11859263,1177102
11859272,1175578
11859304,1176854
11859313,1176649
11859352,1177202
11859360,1177207
11859364,1082172
11859365,1175927
11859391,1177102
11859395,1177255
11859401,1177271
11859408,1177255
11859412,772397
11859418,1177270
11859422,1176909
11859439,1177228
11859454,1177252
11859466,1175680
11859481,1177251
11859482,1177306
11859500,1177240
11859503,1177313
11859512,1177331
11859514,1177305
11859517,1177331
11859546,1177371
11859549,768345
11859561,1177251
11859570,1177361
11859571,1177371
11859575,1177371
11859578,1177371
11859581,1177382
11859591,1177361
11859614,1175373
11859622,1177360
11859633,1177360
11859644,1177228
11859645,1177293
11859652,1177432
11859654,1177429
11859662,1177392
11859680,1177238
11859723,1177478
11859739,1177392
11859752,1177102
11859755,1177487
11859760,1177494
11859822,1176875
11859832,1177487
11859850,1177293
11859974,1177371
11859977,1176836
11860001,1176309
11860019,1177685
11860060,1177685
11860125,1177665
11860196,1177733
11860199,1177733
11860205,1177755
11860293,1177876
11860321,1177883
11860322,1177875
11860338,1177875
11860346,1176675
11860351,1177251
11860353,1177925
11860354,1177925
11860366,1177412
11860379,1177942
11860415,1177950
11860506,1178003
11860509,1178003
11860529,1178039
11860557,181524
11860578,1178003
11860596,1177925
11860611,1178092
11860612,1178092
11860705,1178092
11860709,1178156
11860721,1178167
11860725,1176924
11860754,1177816
11860765,1135838
11860777,1178178
11860808,1178178
11860864,290807
11860882,964742
11860883,1178256
11860888,1177976
11860928,1177820
11860983,1178311
11860985,1177253
11861003,1178344
11861028,2471157
11861076,1178375
11861103,1178288
11861116,1178203
11861118,1176790
11861146,1178414
11861169,1178445
11861188,1178453
11861203,1178492
11861214,1178469
11861219,1172533
11861221,1178403
11861222,1178391
11861224,1178492
11861246,1178492
11861270,1178492
11861277,1178375
11861339,1178197
11861399,15197
11861407,1178600
11861419,1178636
11861437,1178485
11861475,1178703
11861484,1178611
11861487,1178706
11861497,1178706
11861502,1172418
11861525,1178636
11861534,1178570
11861541,1178761
11861547,1178769
11861548,1178769
11861582,1178751
11861584,1178670
11861590,1178486
11861594,1178759
11861597,1178697
11861616,1178808
11861654,1178790
11861670,1175220
11861679,1175566
11861685,1178790
11861692,1178790
11861696,1178790
11861710,1178869
11861713,1887476
11861722,1178860
11861748,1178889
11861749,1178586
11861778,322863
11861799,1178891
11861856,243669
11861870,1172825
11861917,1178889
11861946,1858205
11861962,1178790
11862004,1178987
11862007,1178889
11862012,1178939
11862018,1178136
11862026,1179067
11862027,1179092
11862030,1179094
11862038,1179092
11862050,1179064
11862061,1179121
11862078,1179037
11862095,1179123
11862101,964425
11862102,1179061
11862104,1179127
11862133,1179127
11862148,1178889
11862153,1179144
11862154,1179189
11862156,1179189
11862190,1179189
11862210,1179189
11862222,1179213
11862239,1179226
11862308,1179269
11862366,1175703
11862395,1179158
11862448,1179346
11862505,1179269
11862509,1179346
11862512,1179346
11862536,1179411
11862537,1179411
11862543,1179421
11862575,1179436
11862598,1179346
11862607,1162368
11862613,1178951
11862727,1179550
11862842,1179498
11862868,1178282
11862921,1179667
11862973,1179667
11862986,1179498
11862998,1179331
11862999,1155601
11863238,830371
11863250,1179894
11863263,1174963
11863268,1179898
11863269,1179894
11863278,1179755
11863292,1178486
11863309,1179898
11863355,1161076
11863372,779941
11863378,1179977
11863391,1180005
11863393,1180005
11863394,1179822
11863399,1179673
11863419,1180009
11863498,1179951
11863528,1180111
11863535,1180111
11863542,1180135
11863551,1178803
11863613,1180135
11863626,151402
11863632,1180198
11863637,1031583
11863670,1180087
11863673,1180228
11863679,1180171
11863691,1180171
11863707,1180240
11863708,1163409
11863711,1180240
11863730,1180040
11863753,1180263
11863772,1180290
11863773,1180290
11863791,1180228
11863792,1180307
11863793,1180281
11863803,1180150
11863807,1180313
11863815,1180313
11863826,1180343
11863833,1171810
11863849,1180343
11863883,1180198
11863894,1180387
11863914,1180387
11863965,1180447
11863977,1180447
11864067,1180501
11864076,1180501
11864089,1162501
11864112,1180553
11864127,1180555
11864133,1180542
11864135,1180559
11864145,1180559
11864148,1180542
11864155,1180515
11864162,1180559
11864172,1180553
11864177,1180354
11864179,1180481
11864186,1180542
11864190,1180238
11864204,1180559
11864211,1180596
11864216,1180553
11864222,1180596
11864224,1180439
11864230,1180631
11864238,1180433
11864247,1180340
11864250,1180641
11864253,1180414
11864258,1180481
11864276,18626
11864280,1180655
11864299,1134909
11864305,1180515
11864316,1180692
11864333,1180570
11864351,1180692
11864391,1172825
11864423,1180760
11864431,1180692
11864435,1178403
11864444,1180767
11864465,904587
11864482,1175680
11864487,1180765
11864490,1180801
11864505,1180614
11864506,1180801
11864510,1180765
11864535,1180824
11864538,1180765
11864543,1180615
11864556,1180801
11864566,1180689
11864589,747316
11864596,1180871
11864607,1180888
11864631,1180908
11864656,1180927
11864661,1180913
11864684,1145709
11864737,1180988
11864789,1181018
11864797,1180988
11864815,1180901
11864893,1181093
11864985,1180929
11864995,1179998
11865015,1157430
11865021,1181167
11865061,1181185
11865063,1181115
11865079,1181193
11865105,1181220
11865166,285856
11865178,1181153
11865209,1181265
11865235,1155004
11865260,1120461
11865297,1181333
11865333,1181371
11865344,1177679
11865393,1181418
11865403,416501
11865455,1181389
11865495,1077163
11865509,841695
11865542,1181299
11865547,1180503
11865592,1176751
11865602,1181384
11865607,1181522
11865634,1181548
11865644,1181578
11865659,1181522
11865660,1181416
11865665,875893
11865669,1181597
11865674,1181597
11865680,1181601
11865682,1181618
11865689,1181618
11865708,1181582
11865717,1181386
11865727,1181578
11865758,1181657
11865764,1181657
11865789,1181538
11865816,1181713
11865823,1181685
11865832,1181685
11865838,198122
11865873,689873
11865885,1175475
11865922,1181763
11865931,1181799
11865939,1156961
11865940,1181740
11865957,1181763
11865963,1181763
11865968,1181824
11865970,1181813
11865975,971245
11866012,1168613
11866021,1170854
11866025,1181843
11866043,1181860
11866050,1181897
11866072,1181740
11866075,1181881
11866086,1181866
11866091,1181907
11866095,1181910
11866108,1181907
11866123,2682342
11866130,1181907
11866139,1181950
11866140,1181910
11866147,1181206
11866155,1181954
11866162,1181949
11866167,1181740
11866179,1060959
11866194,1181995
11866196,1181982
11866207,1172825
11866212,1182002
11866226,1182031
11866230,1181977
11866231,1182018
11866255,1182002
11866264,1181903
11866277,1181982
11866285,1182049
11866291,1182023
11866314,1182079
11866317,1182079
11866361,1182119
11866377,1181872
11866397,1182123
11866414,1182149
11866457,1182199
11866459,1182018
11866467,1182199
11866469,1182142
11866471,1181969
11866491,1181569
11866496,1182216
11866509,1181949
11866523,1181813
11866526,1182079
11866530,1182243
11866535,1182101
11866585,1182286
11866592,1182238
11866596,1182278
11866598,819008
11866633,1182323
11866641,1182101
11866651,1182318
11866658,1182216
11866678,1182333
11866722,1182065
11866760,1177487
11866767,1182199
11866770,1182441
11866773,1182199
11866793,1182451
11866795,1181674
11866797,750106
11866801,1182451
11866806,1182441
11866811,1182325
11866833,1182472
11866843,1182481
11866870,1182481
11866882,1147897
11866894,1182283
11866936,1182199
11866971,1181977
11867099,1182550
11867103,1182627
11867134,1181564
11867135,1182671
11867151,1182693
11867161,1182696
11867163,1182696
11867192,1180920
11867219,1182627
11867230,1182323
11867236,1182696
11867250,1179822
11867253,1182736
11867259,1182736
11867265,1182716
11867276,1182614
11867291,1181548
11867298,1182803
11867302,1182802
11867328,1182808
11867344,1182788
11867380,1182860
11867439,1182880
11867440,1182803
11867443,1180238
11867456,643576
11867470,1182918
11867481,1182919
11867507,1182908
11867518,1182949
11867527,1181386
11867540,1182972
11867550,1182908
11867565,1182983
11867566,1182983
11867571,1182983
11867582,1182997
11867599,1177213
11867611,1183018
11867636,1183004
11867641,1015168
11867648,1183034
11867656,1183034
11867694,1183044
11867701,1183018
11867713,1183031
11867721,1183106
11867722,1180934
11867724,1136634
11867729,1183109
11867731,1183109
11867737,2688027
11867746,1183112
11867761,1183119
11867780,1183117
11867791,1183096
11867795,1183154
11867816,1183156
11867835,1183184
11867839,1183186
11867852,1183192
11867858,975315
11867874,1183215
11867895,1183204
11867941,1183112
11867950,1183253
11867953,1183251
11867954,1183179
11867967,2579604
11867981,894038
11867987,1183287
11867990,1183287
11867993,1182031
11867998,1183253
11868015,2765255
11868022,1183322
11868036,1183313
11868044,1183313
11868050,1085937
11868060,1183322
11868067,1183253
11868070,1183313
11868085,1183313
11868120,1183303
11868138,1183355
11868142,1183322
11868169,1183294
11868173,1182278
11868175,1183424
11868177,1183437
11868188,1183437
11868319,1182971
11868339,1183541
11868365,1183541
11868366,1183555
11868368,1183502
11868369,2686239
11868391,1183595
11868419,1183611
11868426,1183611
11868445,1183641
11868475,1183641
11868479,1183615
11868484,1183633
11868517,1182999
11868530,1183230
11868533,1182165
11868534,1183694
11868572,1183742
11868590,1183292
11868602,1183767
11868605,1183304
11868632,1183801
11868643,1183801
11868665,1183767
11868680,1182380
11868685,1183204
11868690,1183822
11868708,1183822
11868749,1183869
11868751,1183846
11868758,1183871
11868770,1183889
11868773,1183899
11868779,1183871
11868811,1183919
11868824,1183938
11868827,1183938
11868828,1183899
11868839,1183942
11868878,1183938
11868910,1037146
11868930,1169830
11868933,1184017
11868953,1183999
11868965,1183999
11868979,1183938
11868991,1184080
11869010,1184096
11869011,1184099
11869023,1005685
11869027,1182999
11869038,135356
11869057,1183938
11869106,1184122
11869108,334894
11869125,1183801
11869133,1184148
11869212,1183192
11869246,1184186
11869312,1184148
11869337,1184140
11869381,1184247
11869423,1184385
11869433,1184344
11869500,1183443
11869503,1184432
11869569,1184432
11869584,1184485
11869587,1184483
11869613,1184432
11869709,1184564
11869710,1184558
11869741,1184558
11869763,1139947
11869844,2848571
11869871,1184642
11870019,1184247
11870035,1184680
11870087,1184066
11870094,1184838
11870111,1184833
11870112,1184831
11870123,1184799
11870190,1184860
11870193,1184902
11870199,1184810
11870208,1184871
11870209,1184088
11870210,1184912
11870214,1184624
11870230,1183042
11870235,1184525
11870252,1184382
11870261,1160193
11870270,1182278
11870343,1184998
11870350,1184764
11870366,1184980
11870377,1184912
11870380,1185011
11870403,1185032
11870411,1184972
11870415,1174065
11870421,1184994
11870482,1185070
11870490,1184980
11870541,1184998
11870547,1185066
11870572,1007116
11870606,1185171
11870624,1185166
11870678,1185188
11870710,1184564
11870728,1185218
11870736,1185218
11870738,1185275
11870739,1181696
11870755,1185268
11870800,1185298
11870832,1185298
11870833,954426
11870837,1185215
11870879,1183877
11870896,1181735
11870918,1185358
11870928,1185402
11870935,1169345
11870947,1185402
11870969,1182456
11870978,1185402
11870991,1185215
11870994,1185450
11871002,1185456
11871003,1185450
11871006,1185444
11871018,1185450
11871030,1185472
11871032,904549
11871070,1185208
11871073,1185208
11871111,1185249
11871138,1185527
11871149,1185329
11871157,1185505
11871161,1185533
